category,content,link,summary,title
정치,[서울=뉴시스]  ◇청와대【대통령】통상일정◇총리실【총리】15:00 코로나19 대응 중대본 회의(정부서울청사 영상회의실)◇국방부【장관】통상일정◇외교부【장관】통상일정 ◇통일부【차관】통상일정◇더불어민주당【대표】통상일정【원내대표】통상일정 ◇미래통합당【비상대책위원장】통상일정【원내대표】통상일정◇정의당【대표】통상일정【원내대표】통상일정◇국민의당【대표】통상일정【원내대표】통상일정◇열린민주당【대표】통상일정【원내대표】통상일정,https://news.nate.com/view/20200712n01017?mid=n0200,,[오늘의 주요일정]정치(7월12일 일요일)
정치,"(서울=연합뉴스) 배영경 기자 = 북한은 12일 대부분의 지역이 구름이 많고 흐리며 일부 지역에서는 오후부터 비가 내릴 것으로 기상청이 예보했다.  조선중앙방송은 평양이 이날 오후부터 흐려지고 낮 최고기온은 29도까지 오를 것으로 내다봤다.  또 원산과 강계는 오후 한때 비가 내리고, 개성과 사리원은 밤에 비가 내릴 것으로 예상된다. 아래는 기상청이 전한 지역별 날씨 전망. (날씨·강수확률은 오후 기준)  ▲평양 : 흐림, 29, 30 ▲중강 : 구름 많음, 32, 10 ▲해주 : 구름 많음, 25, 20 ▲개성 : 흐림, 28, 30 ▲함흥 : 구름 많고 가끔 비, 25, 60 ▲청진 : 맑음, 23, 10 ykbae@yna.co.kr(끝)",https://news.nate.com/view/20200712n01703?mid=n0200,,[북한날씨] 대체로 흐림…평양 낮 최고기온 29도
정치,"민홍철 국방위원장 ""여러 논란 있으나 군 원로 애도해야""








		- ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.nate.com/view/20200712n08633?mid=n0200,[베스트 클릭! 헤럴드 경제 얼리어답터 뉴스],"이해찬, 12일 백선엽 장군 조문"
정치,"◆ 김동진씨 별세: 김윤덕(19, 21대 국회의원·더불어민주당)씨 부친=11일 오후 1시 전주 효자장례타운. 발인 13일 오전 8시30분. (063)228-4441.◆ 김우식(전 쌍용엔지니어링 대표이사)씨 별세: 유진 유석(크럭스크리에이티브 대표이사) 유미씨 부친=12일 오전 6시11분 서울아산병원. 발인 14일 오전 7시. (02)3010-2000.◆ 최진순씨 별세: 박준훈(한국교통대 총장) 영숙씨 모친, 김주리씨 시모, 하두병씨 장모=12일 오전 4시 충주의료원. 발인 14일 오전 7시. (043)871-0790.◆ 김춘식씨 별세: 학재( 문화복지부 팀장) 미정씨 부친, 임선화(수원지검 안산지청 검사 법제처 파견)씨 시부, 안원회씨 장인=12일 오전 6시30분 서울성모병원. 발인 14일 오전 7시. (02)2258-5940.◆ 최금월씨 별세: 안윤정 호기( 편집국장)씨 모친, 신은기(삼경산림기술사사무소 대표)씨 장모, 한정민(부천시 민주시민강사)씨 시모=11일 오전 3시50분 가톨릭부천성모병원. 발인 13일 오전 7시. (032)340-7301.◆ 박동열씨 별세: 동일( 세종팀 부장)씨 형=11일 오후 10시6분 대전 갈마장례식장. 발인 13일 오후 1시30분. (042)533-4400.◆ 김순덕씨 별세: 김일용 복순 복분 복희씨 모친, 박종억 신태선 신봉관(한국투자증권 DT본부장)씨 장모=11일 자정 삼육서울병원. 발인 13일 오전 6시. (02)2210-3411.[ⓒ한겨레신문 : 무단전재 및 재배포 금지]",https://news.nate.com/view/20200712n15803?mid=n0400,■ ■ ■ ■ ■ ■ ■ ■ ■ ■ ,7월 13일 궂긴소식
정치,"[머니투데이 안재용 기자] 





13일(월)*정세균 국무총리, 주례회동(12시, BH)*구윤철 국무조정실장, 주례회동(12시, BH)14일(화)*정세균 국무총리, 국무회의(오전 9시, 정부세종청사)*구윤철 국무조정실장, 국무회의(오전 9시, 정부세종청사)15일(수)*정세균 국무총리, 코로나19 중대본 회의(오전 8시30분, 정부세종청사)*정세균 국무총리, 국민추천포상 수여식(오후 2시30분, 세종컨벤션센터)*정세균 국무총리, 경총50주년 기념행사(오후 5시, 신라호텔)*구윤철 국무조정실장, 코로나19 중대본 회의(오전 8시30분, 정부세종청사)16일(목)*정세균 국무총리, 국정현안점검조정회의(오전 9시, 정부서울청사)*정세균 국무총리, 목요대화(오후 4시, 서울공관 삼청당)17일(금)*정세균 국무총리, 코로나19 중대본 회의(오전 8시30분, 정부서울청사)*정세균 국무총리, 제헌절 경축식(오전10시, 국회)*정세균 국무총리, 아동정책조정위원회(오후 2시, 정부서울청사)*구윤철 국무조정실장, 코로나19 중대본 회의(오전 8시30분, 정부서울청사)





13일(월)*일정 없음14일(화)*홍남기 부총리, 국무회의(오전 9시, 서울청사)*홍남기 부총리, MBC 뉴스데스크 출연(오후 9시, MBC)*안일환 기재부 2차관, 공공기관 투자집행점검회의(오후 3시, 비공개)*안일환 2차관, 공공기관 투자집행점검회의 개최(오후)*제2차 공공기관 공정채용 컨설팅 개최(오후)15일(수)*홍남기 부총리, 중앙재난안전대책본부 회의(오전 8시30분, 서울청사)*홍남기 부총리, 한-콜럼비아 화상포럼 2020(오전 9시30분, 비공개)*홍남기 부총리, 소통라운드테이블(오후, 미정)*김용범 기재부 1차관, 거시경제 금융회의(오전 10시, 은행회관)*김용범 기재부 1차관, YTN 뉴스출연(오후, YTN)*안일환 기재부 2차관, 공공기관 선도 혁신도시 활성화 간담회(오후 4시, 비공개)*2020년 6월 고용동향(오전)*2020년 6월 고용동향 분석(오전)*공공기관 선도 혁신도시 활성화 간담회(오전)*거시경제금융회의 개최(오전)*홍남기 부총리, 한-콜롬비아 코로나 대응 화상 포럼 참석(오전)*G20 재무장·차관회의 개최(오후)*한-사우디, 코로나 위기 극복을 위한 통계협력 강화(오후)16일(목)*홍남기 부총리, 국정현안점검조정회의(오전 9시, 서울청사)*홍남기 부총리, 세법개정안 브리핑(오후 4시, 세종청사)*김용범 기재부 1차관, 차관회의(오전 10시30분, 서울청사)*안일환 기재부 2차관, 공공기관 운영위원회(오전 10시, 비공개)*2019년 국제인구이동통계(오전)*KDI 정책포럼 ‘가계부문 유동성 위험 점검과 정책적 시사점’(오전)17일(금)*홍남기 부총리, 중앙재난안전대책본부 회의(오전 8시30분, 서울청사)*홍남기 부총리, 오전 9시, 캐나다 재무장관 전화회의(오전 9시, 비공개)*홍남기 부총리, 비상경제 중앙대책본부 회의(오전 10시, 서울청사)*김용범 기재부 1차관, 비상경제 중앙대책본부 회의(오전 10시, 서울청사)*김용범 기재부 1차관, 비상경제 중앙대책본부 회의결과 정례브리핑(오후 2시, 서울청사)*2020년 8월 최근경제동향(오전)*통계청, 통계데이터센터를 중심으로 데이터 연계융합 활용기반을 강화한다(오전)*제17차 혁신성장 전략점검회의 겸 정책점검회의 개최(오전)*한 부총리-캐나다 재무장관 컨퍼런스 콜 개최(오전)18일(토)*홍남기 부총리, G20 재무장관회의(오후 7시30분, 비공개)19일(일)*G20 재무장·차관회의 개최 결과(오후)





13일(월)*성윤모 산업부 장관, 국가유공자 명패 달아드리기 행사(오후 1시30분, 조치원)*유명희 산업부 통상교섭본부장, 국외출장(12~18일, 스위스 제네바)*산업부, '20년 6월 ICT 수출입 동향(오전)14일(화)*성윤모 산업부 장관, 국무회의(오전 9시, 서울)*성윤모 산업부 장관, 바이오공정인력양성사업 MOU 체결(오후 1시10분, 웨스틴조선H)*유명희 산업부 통상교섭본부장, 국외출장(12~18일, 스위스 제네바)*산업부, 수출 초보기업의 파트너, ""전문무역상사""와 함께 수출기회를!(오전)*산업부, '20년 상반기 및 6월 국내 자동차산업 동향(오전)*산업부, 구명조끼 허위광고 실태 조사 및 안전성 조사 결과 발표(오전)*산업부, 아시아 최초의 바이오공정인력양성센터 탄생한다(오후)15일(수)*성윤모 산업부 장관, 산업지능화협회 현판식 및 간담회(오후 1시30분, 경기 성남)*유명희 산업부 통상교섭본부장, 국외출장(12~18일, 스위스 제네바)*산업부, 디지털 기반 산업 혁신성장 본격 추진(오전)*산업부, '20년 상반기 외국인직접투자 동향(오전)*산업부, 산업 디지털 전환을 위한 800억원 규모의 전문펀드 조성(오전)*산업부, 그린뉴딜에 맞춰 수소경제 국제표준화 확대(오전)*산업부, 친환경산단 조성 위한 클린팩토리 사업 추진(오전)16일(목)*유명희 산업부 통상교섭본부장, 국외출장(12~18일, 스위스 제네바)*정승일 산업부 차관, 차관회의(오전 10시30분, 서울청사)*정승일 산업부 차관, ATC+ 지정서 수여식(오후 2시, 엘타워)*정승일 산업부 차관, 목요대화(오후 4시, 총리공관)*산업부, 혁신강소기업 48개, '20년 산업부 우수기술연구소(ATC) 지정(오전)*산업부, 정부, 제품안전 사각지대 없도록 촘촘히 관리한다(오후)17일(금)*유명희 산업부 통상교섭본부장, 국외출장(12~18일, 스위스 제네바)*산업부, GVC 재편 관련, 동유럽 진출기업 간담회 개최(오전)*산업부, '글로벌 통상환경 변화에 따른 FTA 대응전략' 제6차 통상규범 워크숍 개최(오전)





13일(월)*농식품바우처 시범사업 추진(오전)*4차 산업기술을 만나 달라진 우리 농어장, ‘우리 발전했어요!’(오후)14일(화)*김현수 농림식품부 장관 국무회의(오전10시, 세종)*식사문화 개선 맞춤형 식기 상품 공모전 추진(오전)*슬기로운 농촌여행(오전)15일(수)*‘인삼?닭고기’로 삼복더위 날리고 활력 채우고(오전)*2020 구제역 방역 홍보 공모전 추진(오후)16일(목)*아프리카돼지열병 확산 예방을 위한 접경지역 양돈농가 축산차량 출입통제 성과(오전)*그린바이오 융합형 신산업 육성 방안 발표(오전)17일(금)*휴가철 유실·유기동물 방지 지자체 합동 홍보캠페인 실시(오전)





13일(월)*한반도 주변 해류모식도 영문 홍보물 배포(오전)14일(화)*문성혁 해양수산부 장관 국무회의(오전10시, 세종)*제1회 인천국제해양포럼 해양정책 아이디어 및 논문 공모전(오전)*「친환경관공선 전환을 위한 기술전략 포럼」개최(오전)*독도 바닷속 쓰레기 수거한다!(오전)*수산인의 날 및 바다식목일 유공자 정부포상 전수식 개최(오전)15일(수)*문성혁 장관, 수산인의 날 유공자 정부 포상 전수식(오후2시, 세종)*해수욕장 이용 현황 등 2차 정례브리핑(오전)16일(목)*수중건설로봇 해양공사 현장 적용...본격 상용화 추진(오전)*어선 불법증개축 지도단속 관련 안전관리 강화 추진(오전)*해양 미세조류에서 인지기능 개선 소재 개발, 기술이전(오후)17일(금)*아라온호, 북극 연구를 위해 북극으로 출항(오전)*멍게, 조기 등 5개 품목에 FTA 피해보전직불금·폐업지원금 지급(오전)*원양어선 안전펀드 1호 ‘아그네스 110호’, 진수식 개최(오전)





13일(월)*일정 없음14일(화)*조성욱 공정위원장, 국무회의(오전 10시, 서울청사)*공정위, 부당한 지원행위의 심사지침 개정안 행정예고(오전 10시)*공정위, 철강제품 운송용역 입찰 담합 제재(오전)15일(수)*조성욱 공정위원장, 전원회의(오전 10시, 심판정)*지철호 공정위 부위원장, 전원회의(오전 10시, 심판정)*공정위, 해외진출기업을 위한 러시아 경쟁법 제도 소개 책자 발간(오전 10시)*공정위, 2019년도분 다단계 판매업체 주요정보 공개(오전 10시)*공정위, 부당한 광고행위 제재(오전)16일(목)*조성욱 공정위원장, 건설업계 상생협약 선언식 및 모범사례 발표회(오전 10시15분, 건설협회)*지철호 공정위 부위원장, 차관회의(오전 10시30분, 세종청사)*공정위, 건설업계 상생협약 선언식 및 모범사례 발표(오전 10시30분)*공정위, 여름철 안전사고 예방을 위한 소비자 주의 촉구(오전)17일(금)*지철호 공정위 부위원장, 홍보 및 정책조정회의(오전 9시, 대회의실)





13일(월)*금융기관 대출행태서베이 결과(2020년 2/4분기 동향 및 3/4분기 전망)(오전)14일(화)*2020년 6월 수출입물가지수(오후)15일(수)*2020년 5월중 통화 및 유동성(오전)16일(목)*이주열 한국은행 총재, 금융통화위원회 본회의(오전 9시, 한은 본관)*윤면식 한국은행 부총재, 금융통화위원회 본회의(오전 9시, 한은 본관)*통화정책방향(배포시)*통화정책방향 기자간담회 자료(배포시)*최근의 국내외 경제동향(배포시)17일(금)*해외경제포커스_'중국 인프라 투자의 특징과 시사점'(20일자)안재용 기자 poong@mt.co.kr",https://news.nate.com/view/20200712n04227?mid=n0200,◆국무총리실,정부부처 주간일정 및 보도계획(13~17일)
정치,"美확진자 연일 최다…최근 입국 미군도 무더기 확진















		- ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.nate.com/view/20200712n03305?mid=n0200,[베스트 클릭! 헤럴드 경제 얼리어답터 뉴스],코로나 여파로 한미연합훈련 연기?
정치,"▲ 외교부, 국립외교원, 한국핵정책학회는 지난 10일 서울 로얄호텔에서 핵비확산조약(NPT)에 대한 국민 관심과 이해를 높이기 위해 '2020 청년 모의 NPT 회의'를 개최했다고 12일 밝혔다. 국내 대학생과 대학원생으로 구성된 총 23팀, 46명의 학생이 참석해 핵군축 진전 방안에 대한 의견을 나누고 청년의 시각에서 바라본 핵군축 진전방안을 담은 결과문서를 채택했다. (서울=연합뉴스)(끝)",https://news.nate.com/view/20200712n08695?mid=n0200,,[게시판] 2020 청년 모의 핵비확산조약 회의
정치,"아이를 낳은 직후 비닐봉지에 담아 길거리에 버린 20대 여성이 경찰에 붙잡혔다.전남 구례경찰서는 12일 이 같은 혐의(영아 유기)로 A(여·28) 씨를 불구속 입건해 조사하고 있다. A 씨는 전날 오후 9시 40분쯤 구례군 구례읍의 한 상가 2층 화장실에서 아이를 출산한 뒤 상가 앞에 주차된 차량 사이에 신생아를 유기한 혐의를 받고 있다. 한 행인이 아기를 발견해 경찰에 신고했고, 경찰은 아기가 광주의 한 대학병원으로 이송돼 치료받을 수 있도록 조치했다. 행인은 “차량 사이에서 고양이 울음소리 같은 것을 듣고 다가가 보니 갓 태어난 아기였다”며 신고했다.A 씨는 경찰에 “아이가 태어나 당황스럽고 키울 자신도 없었다”고 말한 것으로 알려졌다. 경찰은 A 씨가 영아를 유기한 경위를 조사 중이다.구례=정우천 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n13492?mid=n0400,[  |  |  ],고양이 울음 들려 가보니 봉지에 싸인 신생아…산모 입건
정치,(끝),https://news.nate.com/view/20200712n13540?mid=n0400,,"[속보] ""코로나19 항체 보유자 거의 없어…1∼2년 이상 장기화 불가피"""
정치,(끝),https://news.nate.com/view/20200712n13687?mid=n0400,,"[속보] ""코로나19 음성 확인서 제출 의무 방역강화 대상국은 4개국"""
정치,"‘사회적 거리 두기 2단계’의 신종 코로나바이러스 감염증(코로나19) 방역 대응 체계가 가동 중인 광주에서는 10과 11일 이틀간 14명의 신규 확진자가 발생했다. 이로써 지난달 27일 이후 확진자는 127명, 전체 누적 확진자는 161명으로 늘었다.12일 광주시에 따르면 10일 확진자 (148∼156번)와 11일 확진자 (157∼161번) 등 14명의 감염 경로는 북구 배드민턴 동호회 관련 6명, 광주고시학원 2명, 한울요양원 2명, 광륵사 1명, 제주여행 1명, 금양오피스텔 1명, 경로를 확인 중인 1명 등이다.북구 배드민턴 동호회 확진자들의 경우 금양오피스텔 관련 76번(70대 남성)과 137번(50대 남성)을 고리로 감염된 것으로 추정된다. 금양오피스텔 관련 160번(60대 남성)은 격리 해제 전 검사에서 양성 판정을 받았다.감염 경로를 조사 중인 161번(60대 여성)을 제외하면, ‘2차 유행’ 이후 광주 확진자들의 감염 경로가 모두 확인됐다. 이 같은 사실은 박향 광주시 복지건강국장이 12일 코로나19 브리핑에서 제시한 ‘감염경로 요약도’에서 확인된다. 이 요약도에 따르면 최근 광주에서의 N차 감염은 광주 동구 금양오피스텔 1001호와 505호를 각각 임차한 43번 확진자와 83번 확진자로부터 시작됐다. 두 사람은 대전 방문판매 조직과 접촉한 것으로 사람들이다.이들로부터 37번을 거쳐 광륵사 스님과 신도들에게 전파됐다. 또 이들(43·83번)로부터 45번과 남편인 55번, 76번을 거쳐 배드민턴 동호회로 전파됐다. 금양오피스텔 관련 확진자 76번이 6월 30일 전남대 스포츠센터에서 열린 배드민턴 동호회 경기에 참석한 것을 고리로 선수·가족 7명이 감염된 것이다.금양오피스텔 발 코로나19는 48번을 거쳐 SM사우나(57번, 120번)와 광주고시학원(134번)으로도 순차적으로 퍼졌다. 48번과 46번을 거쳐 광주사랑교회와 CCC아가페실버센터로도 감염이 확산됐다. 46번은 77번과 함께 한울요양원의 감염 고리로도 작용했다. 일곡중앙교회의 경우 금양빌딩 관련자이자 이 교회 신자인 78번을 매개로 다수의 확진자가 나왔다.이용섭 광주시장은 이날 코로나19 브리핑에서 “오는 25일까지 ▲17개 대학이 운영하는 체육관 및 각종 실내체육시설(공공·민간 포함) 운영 중단 ▲탁구·배드민턴 등 생활체육 관련 동호회 활동, 친선경기, 리그경기 등 집단 체육활동과 에어로빅, 댄스스포츠 등 신체 접촉이 많은 실내집단운동 전면 금지 등 행정조치를 시행한다”고 밝혔다.광주=정우천 기자
 [Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지()]",https://news.nate.com/view/20200712n13775?mid=n0400,[  |  |  ],광주 이틀간 확진자 14명…집단체육활동 25일까지 금지
